#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1980-01-01 to 2023-01-01
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1071: Esther Island, AK
# 
# Data items provided in this file:
#
# Element Name             Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              
# Air Temperature Maximum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Minimum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Precipitation Increment  Value       None           Day                N/A        Inches              N/A           PRCP          Total precipitation                                      
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Esther Island (1071) 
# Alaska  SNOTEL Site - 50 ft
# Reporting Frequency: Daily; Date Range: 1980-01-01 to 2023-01-01
#
# As of: Jan 26, 2023 3:02:20 PM GMT-08:00
#
Date,Esther Island (1071) Air Temperature Maximum (degF),Esther Island (1071) Air Temperature Minimum (degF),Esther Island (1071) Precipitation Increment (in)
2009-01-02,18.9,12.0,0.0
2009-01-03,14.0,8.1,0.0
2009-01-04,17.8,6.8,0.0
2009-01-05,17.1,13.3,0.0
2009-01-06,16.2,1.4,0.2
2009-01-07,14.2,0.5,0.0
2009-01-08,28.0,10.2,0.2
2009-01-09,27.5,9.7,0.0
2009-01-10,29.8,7.3,0.0
2009-01-11,35.1,16.0,1.0
2009-01-12,36.0,19.8,1.1
2009-01-13,37.4,22.1,2.4
2009-01-14,41.5,35.1,3.3
2009-01-15,42.3,34.2,1.6
2009-01-16,45.3,35.8,0.6
2009-01-17,41.4,35.2,2.7
2009-01-18,42.3,34.0,2.1
2009-01-19,40.8,35.1,1.0
2009-01-20,38.5,31.3,0.2
2009-01-21,32.5,26.1,0.3
2009-01-22,33.3,25.0,0.1
2009-01-23,34.2,30.0,0.1
2009-01-24,34.2,29.1,0.1
2009-01-25,34.2,30.4,0.5
2009-01-26,32.7,29.1,0.0
2009-01-27,31.6,18.7,0.1
2009-01-28,30.4,16.0,0.2
2009-01-29,37.8,30.2,0.0
2009-01-30,32.5,22.5,0.8
2009-01-31,22.8,15.4,0.7
2009-02-01,23.5,17.4,0.0
2009-02-02,19.8,14.4,0.2
2009-02-03,17.4,4.6,0.2
2009-02-04,26.2,7.5,0.5
2009-02-05,31.8,22.8,0.6
2009-02-06,32.7,12.4,0.1
2009-02-07,26.4,9.3,0.0
2009-02-08,26.1,6.3,0.0
2009-02-09,24.1,0.9,0.0
2009-02-10,24.1,10.8,0.0
2009-02-11,32.4,12.6,0.0
2009-02-12,36.7,28.6,0.0
2009-02-13,37.2,31.1,0.0
2009-02-14,37.6,31.5,0.0
2009-02-15,36.5,31.3,1.1
2009-02-16,36.3,33.1,0.3
2009-02-17,37.2,31.1,0.1
2009-02-18,36.3,26.4,0.0
2009-02-19,34.5,32.2,0.3
2009-02-20,37.6,29.7,0.0
2009-02-21,32.7,14.4,0.0
2009-02-22,34.0,13.8,0.0
2009-02-23,36.0,14.5,0.0
2009-02-24,38.8,14.4,0.1
2009-02-25,37.6,16.2,0.0
2009-02-26,34.0,29.3,0.0
2009-02-27,34.5,20.5,0.3
2009-02-28,32.5,23.7,0.0
2009-03-01,30.0,24.6,0.0
2009-03-02,29.1,9.1,0.0
2009-03-03,29.8,6.6,0.1
2009-03-04,33.3,15.6,0.3
2009-03-05,35.1,28.0,0.2
2009-03-06,34.9,27.0,0.1
2009-03-07,34.0,13.3,0.0
2009-03-08,34.9,9.9,0.0
2009-03-09,36.0,25.2,0.3
2009-03-10,38.5,29.7,0.0
2009-03-11,38.1,31.6,0.0
2009-03-12,39.9,27.0,0.1
2009-03-13,37.4,22.8,0.1
2009-03-14,35.1,19.8,0.0
2009-03-15,29.5,21.9,0.0
2009-03-16,34.3,21.4,0.8
2009-03-17,39.6,20.5,0.1
2009-03-18,40.3,15.3,0.0
2009-03-19,39.2,16.9,0.0
2009-03-20,33.6,25.3,0.0
2009-03-21,36.9,13.1,0.5
2009-03-22,37.2,29.8,0.6
2009-03-23,39.0,29.7,0.1
2009-03-24,40.6,28.8,0.1
2009-03-25,36.1,31.8,0.6
2009-03-26,36.5,33.1,0.0
2009-03-27,44.4,32.9,0.0
2009-03-28,36.5,29.1,0.7
2009-03-29,36.1,28.9,0.3
2009-03-30,39.7,28.9,0.0
2009-03-31,36.9,22.6,0.0
2009-04-01,36.3,13.8,0.0
2009-04-02,38.5,19.4,0.0
2009-04-03,36.1,27.9,0.2
2009-04-04,38.3,31.3,0.0
2009-04-05,41.5,19.8,0.2
2009-04-06,43.2,32.2,0.0
2009-04-07,43.9,27.0,0.0
2009-04-08,42.4,23.4,0.0
2009-04-09,39.4,25.3,0.4
2009-04-10,37.2,33.3,0.9
2009-04-11,39.6,33.3,0.6
2009-04-12,41.2,27.0,0.3
2009-04-13,41.2,27.9,0.2
2009-04-14,38.7,33.1,0.7
2009-04-15,39.6,33.4,0.1
2009-04-16,47.1,32.2,0.0
2009-04-17,51.3,32.2,0.0
2009-04-18,47.1,33.1,0.1
2009-04-19,43.9,32.2,0.2
2009-04-20,48.9,30.6,0.0
2009-04-21,48.9,30.6,0.0
2009-04-22,52.0,29.8,0.0
2009-04-23,43.7,33.4,0.0
2009-04-24,45.0,31.3,0.0
2009-04-25,45.1,29.5,0.0
2009-04-26,44.8,34.2,0.0
2009-04-27,51.6,33.1,0.0
2009-04-28,47.8,31.3,0.0
2009-04-29,54.3,29.8,0.0
2009-04-30,53.8,30.6,0.0
2009-05-01,59.0,30.4,0.0
2009-05-02,61.7,31.8,0.0
2009-05-03,61.0,32.7,0.0
2009-05-04,52.0,37.9,0.0
2009-05-05,46.6,36.9,0.0
2009-05-06,41.4,36.3,0.5
2009-05-07,49.3,37.2,0.0
2009-05-08,53.2,35.4,0.0
2009-05-09,48.6,36.7,0.0
2009-05-10,55.9,34.7,0.0
2009-05-11,61.0,35.4,0.0
2009-05-12,61.0,35.6,0.0
2009-05-13,55.0,34.5,0.0
2009-05-14,46.9,34.0,0.1
2009-05-15,42.8,35.4,0.4
2009-05-16,54.9,32.7,0.0
2009-05-17,60.3,36.0,0.0
2009-05-18,59.4,33.3,0.0
2009-05-19,57.4,33.1,0.0
2009-05-20,56.3,33.4,0.0
2009-05-21,52.0,40.3,0.0
2009-05-22,52.2,40.5,0.1
2009-05-23,52.7,41.2,0.0
2009-05-24,56.1,40.3,0.0
2009-05-25,60.8,39.0,0.0
2009-05-26,62.2,39.2,0.0
2009-05-27,47.5,43.3,0.2
2009-05-28,51.4,38.5,0.0
2009-05-29,55.0,37.2,0.0
2009-05-30,49.6,42.6,0.0
2009-05-31,52.7,40.1,0.0
2009-06-01,57.9,37.6,0.0
2009-06-02,65.3,39.0,0.0
2009-06-03,68.2,43.5,0.0
2009-06-04,60.4,45.3,0.0
2009-06-05,57.9,46.8,0.0
2009-06-06,64.6,45.1,0.0
2009-06-07,71.4,49.5,0.0
2009-06-08,59.7,45.0,0.3
2009-06-09,63.0,44.1,0.0
2009-06-10,54.7,45.1,0.1
2009-06-11,54.7,47.8,0.1
2009-06-12,54.0,47.1,0.1
2009-06-13,61.0,46.9,0.0
2009-06-14,56.1,46.9,0.0
2009-06-15,61.3,45.1,0.0
2009-06-16,55.0,49.3,0.0
2009-06-17,52.3,47.1,0.3
2009-06-18,54.0,46.4,0.2
2009-06-19,57.7,44.4,0.0
2009-06-20,57.0,47.5,0.0
2009-06-21,49.3,45.0,2.4
2009-06-22,51.1,45.7,1.5
2009-06-23,52.9,44.1,0.0
2009-06-24,56.1,42.1,0.0
2009-06-25,56.7,40.3,0.0
2009-06-26,59.0,44.4,0.0
2009-06-27,67.8,42.3,0.0
2009-06-28,66.0,46.8,0.0
2009-06-29,63.9,47.5,0.0
2009-06-30,63.1,48.7,0.0
2009-07-01,63.1,48.4,0.0
2009-07-02,58.3,53.2,0.0
2009-07-03,62.4,49.5,0.0
2009-07-04,72.0,48.9,0.0
2009-07-05,77.7,52.2,0.0
2009-07-06,79.9,58.5,0.0
2009-07-07,79.3,54.7,0.0
2009-07-08,72.1,53.8,0.0
2009-07-09,68.4,52.3,0.0
2009-07-10,59.7,52.9,0.0
2009-07-11,61.9,54.9,0.0
2009-07-12,66.6,52.0,0.0
2009-07-13,59.5,54.0,0.0
2009-07-14,64.9,52.5,0.0
2009-07-15,67.3,51.4,0.0
2009-07-16,59.5,54.7,0.1
2009-07-17,62.1,53.6,0.0
2009-07-18,58.3,53.2,0.3
2009-07-19,56.7,52.3,1.1
2009-07-20,56.5,52.3,2.0
2009-07-21,53.6,50.2,4.3
2009-07-22,52.0,49.8,3.0
2009-07-23,51.4,49.5,1.3
2009-07-24,53.4,49.5,0.3
2009-07-25,55.8,50.5,0.6
2009-07-26,55.8,49.8,2.0
2009-07-27,57.0,53.8,1.9
2009-07-28,56.7,54.1,1.4
2009-07-29,61.2,53.4,1.3
2009-07-30,58.6,52.0,1.3
2009-07-31,58.3,49.3,0.0
2009-08-01,61.3,47.7,0.0
2009-08-02,64.8,45.3,0.0
2009-08-03,59.2,46.8,0.0
2009-08-04,55.2,46.6,0.3
2009-08-05,57.2,51.8,1.2
2009-08-06,59.2,51.6,0.2
2009-08-07,59.9,50.5,0.0
2009-08-08,58.1,50.7,0.0
2009-08-09,56.1,48.0,0.0
2009-08-10,62.4,47.8,0.0
2009-08-11,58.8,49.3,0.0
2009-08-12,57.0,51.3,0.0
2009-08-13,54.7,52.0,0.5
2009-08-14,54.1,51.8,1.1
2009-08-15,56.1,52.5,1.7
2009-08-16,55.8,52.0,1.0
2009-08-17,61.9,51.4,0.0
2009-08-18,56.8,50.5,0.3
2009-08-19,60.1,48.7,0.3
2009-08-20,64.4,48.9,0.0
2009-08-21,61.0,48.2,0.0
2009-08-22,56.1,48.2,0.0
2009-08-23,54.7,49.6,0.6
2009-08-24,56.7,47.8,0.8
2009-08-25,61.2,47.1,0.0
2009-08-26,54.1,47.8,1.0
2009-08-27,58.6,50.4,0.7
2009-08-28,54.3,50.7,2.5
2009-08-29,57.9,48.0,0.5
2009-08-30,58.8,46.4,1.3
2009-08-31,55.9,49.3,0.0
2009-09-01,54.1,49.8,0.0
2009-09-02,52.2,49.5,0.0
2009-09-03,60.4,46.8,0.0
2009-09-04,60.8,44.6,0.0
2009-09-05,63.7,46.4,0.0
2009-09-06,59.4,46.9,0.0
2009-09-07,54.0,50.2,0.0
2009-09-08,54.0,50.2,0.2
2009-09-09,56.3,48.9,0.2
2009-09-10,54.0,49.5,1.1
2009-09-11,57.7,48.9,0.0
2009-09-12,51.4,48.4,1.0
2009-09-13,52.3,48.2,1.2
2009-09-14,57.0,45.0,0.1
2009-09-15,61.0,42.4,0.0
2009-09-16,54.7,48.0,1.6
2009-09-17,52.5,48.0,1.0
2009-09-18,55.4,43.9,0.5
2009-09-19,53.8,41.9,0.0
2009-09-20,51.1,46.0,1.1
2009-09-21,47.5,45.1,1.9
2009-09-22,53.2,42.6,0.2
2009-09-23,49.5,37.9,0.0
2009-09-24,45.7,38.5,1.3
2009-09-25,48.7,43.9,1.2
2009-09-26,51.3,39.9,0.1
2009-09-27,50.2,38.8,0.3
2009-09-28,49.5,36.3,0.0
2009-09-29,48.6,36.0,0.0
2009-09-30,48.7,41.2,0.3
2009-10-01,52.5,39.7,0.0
2009-10-02,51.3,37.6,0.0
2009-10-03,48.7,40.6,0.7
2009-10-04,48.4,43.3,1.0
2009-10-05,51.1,43.7,0.4
2009-10-06,53.1,41.2,0.1
2009-10-07,46.0,42.1,0.5
2009-10-08,50.4,45.3,0.4
2009-10-09,52.9,48.2,0.3
2009-10-10,52.2,49.6,1.6
2009-10-11,52.0,47.5,1.4
2009-10-12,52.3,46.8,0.0
2009-10-13,47.5,43.7,0.1
2009-10-14,51.3,41.7,0.0
2009-10-15,48.9,40.3,0.1
2009-10-16,49.3,39.0,0.1
2009-10-17,48.6,36.7,0.0
2009-10-18,47.7,38.8,0.0
2009-10-19,46.6,41.2,0.1
2009-10-20,47.7,37.4,0.1
2009-10-21,50.5,38.5,0.1
2009-10-22,49.5,43.7,1.9
2009-10-23,47.8,41.4,1.1
2009-10-24,45.7,40.5,1.0
2009-10-25,43.2,39.2,0.2
2009-10-26,45.1,39.6,0.0
2009-10-27,40.8,34.2,1.4
2009-10-28,39.4,34.0,0.8
2009-10-29,40.5,33.1,0.0
2009-10-30,38.8,29.8,0.1
2009-10-31,35.8,28.6,0.0
2009-11-01,38.7,30.7,0.0
2009-11-02,36.3,30.7,0.0
2009-11-03,40.5,34.0,0.3
2009-11-04,43.9,37.2,1.5
2009-11-05,43.7,39.4,0.5
2009-11-06,44.4,38.1,0.1
2009-11-07,41.4,36.0,0.1
2009-11-08,38.8,34.9,0.0
2009-11-09,36.3,31.5,0.3
2009-11-10,37.6,29.5,0.0
2009-11-11,36.7,28.6,0.6
2009-11-12,31.8,23.4,0.1
2009-11-13,27.9,22.6,0.0
2009-11-14,27.3,21.4,0.0
2009-11-15,24.3,16.5,0.0
2009-11-16,22.1,19.4,0.1
2009-11-17,26.8,20.5,0.0
2009-11-18,29.8,23.4,0.0
2009-11-19,28.9,22.5,0.0
2009-11-20,28.9,22.5,0.0
2009-11-21,33.6,26.6,0.1
2009-11-22,38.1,28.4,0.5
2009-11-23,41.5,35.8,1.6
2009-11-24,40.5,33.8,0.4
2009-11-25,36.7,32.4,0.7
2009-11-26,39.0,32.7,2.3
2009-11-27,41.7,34.2,2.1
2009-11-28,39.0,33.8,0.0
2009-11-29,37.6,29.7,0.4
2009-11-30,36.0,32.4,1.6
2009-12-01,41.9,34.0,3.7
2009-12-02,40.5,31.8,0.5
2009-12-03,39.9,30.0,0.2
2009-12-04,33.4,29.7,0.0
2009-12-05,32.2,29.1,0.0
2009-12-06,34.9,28.6,0.1
2009-12-07,30.7,27.0,0.0
2009-12-08,30.4,27.0,0.0
2009-12-09,30.9,28.4,0.0
2009-12-10,29.7,22.8,0.0
2009-12-11,23.5,19.9,0.0
2009-12-12,23.9,18.7,0.1
2009-12-13,29.5,23.4,0.0
2009-12-14,32.0,28.9,0.1
2009-12-15,32.7,29.5,0.3
2009-12-16,33.4,21.7,1.3
2009-12-17,28.9,12.7,0.1
2009-12-18,18.3,9.1,0.0
2009-12-19,33.1,12.6,0.3
2009-12-20,37.2,32.7,0.1
2009-12-21,39.0,34.0,0.1
2009-12-22,38.7,33.6,0.6
2009-12-23,42.8,33.1,2.7
2009-12-24,39.7,34.2,0.1
2009-12-25,36.7,34.9,1.5
2009-12-26,42.1,34.0,1.4
2009-12-27,41.9,37.2,0.9
2009-12-28,39.4,32.0,0.2
2009-12-29,32.7,25.3,0.1
2009-12-30,30.2,23.2,0.0
2009-12-31,28.0,22.1,0.1
2010-01-01,27.0,17.8,0.0
2010-01-02,29.5,16.7,0.1
2010-01-03,37.2,29.3,0.3
2010-01-04,37.4,32.5,0.1
2010-01-05,34.7,32.0,0.1
2010-01-06,43.9,33.1,0.2
2010-01-07,39.0,35.4,0.3
2010-01-08,38.1,31.8,0.1
2010-01-09,36.9,28.6,0.1
2010-01-10,32.5,23.5,0.1
2010-01-11,26.8,18.0,0.0
2010-01-12,33.4,25.3,0.4
2010-01-13,34.7,33.1,0.4
2010-01-14,34.2,33.1,0.4
2010-01-15,36.9,33.3,0.2
2010-01-16,40.6,33.1,0.7
2010-01-17,38.5,33.3,1.1
2010-01-18,38.8,30.6,0.3
2010-01-19,37.6,28.9,0.1
2010-01-20,36.0,24.4,0.2
2010-01-21,35.1,26.1,0.0
2010-01-22,34.0,22.8,0.0
2010-01-23,29.7,21.2,0.0
2010-01-24,29.5,20.5,0.0
2010-01-25,29.1,21.7,0.0
2010-01-26,30.6,21.7,0.0
2010-01-27,38.1,26.8,0.0
2010-01-28,39.6,33.3,1.1
2010-01-29,39.6,31.6,0.4
2010-01-30,33.6,29.1,0.1
2010-01-31,35.2,28.8,0.0
2010-02-01,38.1,33.1,0.0
2010-02-02,36.0,32.5,0.0
2010-02-03,34.0,30.2,0.1
2010-02-04,31.3,29.1,0.2
2010-02-05,34.9,30.7,1.1
2010-02-06,41.2,30.6,2.1
2010-02-07,34.2,29.1,0.5
2010-02-08,31.3,27.3,0.2
2010-02-09,38.5,30.0,0.3
2010-02-10,41.0,33.1,1.5
2010-02-11,40.5,34.7,0.3
2010-02-12,41.2,34.9,1.0
2010-02-13,37.9,31.1,0.0
2010-02-14,44.2,34.0,1.0
2010-02-15,41.2,36.0,1.1
2010-02-16,40.8,34.5,0.8
2010-02-17,41.0,34.7,1.9
2010-02-18,48.4,33.3,2.9
2010-02-19,50.9,39.0,0.0
2010-02-20,43.3,33.1,0.1
2010-02-21,39.7,32.7,0.0
2010-02-22,40.5,31.8,0.0
2010-02-23,40.6,30.2,0.0
2010-02-24,40.1,28.8,0.2
2010-02-25,38.8,28.6,0.1
2010-02-26,36.3,28.4,0.1
2010-02-27,34.3,19.6,0.1
2010-02-28,40.6,33.3,0.9
2010-03-01,40.3,35.8,1.3
2010-03-02,42.3,33.6,0.5
2010-03-03,39.4,33.3,1.1
2010-03-04,37.9,30.6,0.1
2010-03-05,38.7,30.7,2.2
2010-03-06,36.7,23.9,0.6
2010-03-07,27.9,12.0,0.3
2010-03-08,34.5,19.6,1.9
2010-03-09,36.1,18.0,0.6
2010-03-10,25.9,12.7,0.2
2010-03-11,21.9,14.0,0.0
2010-03-12,30.6,13.3,0.0
2010-03-13,38.7,18.9,0.0
2010-03-14,41.0,28.2,1.2
2010-03-15,44.8,28.4,0.4
2010-03-16,44.6,24.3,0.1
2010-03-17,47.5,21.0,0.0
2010-03-18,41.4,30.2,0.3
2010-03-19,43.7,33.4,0.3
2010-03-20,47.1,28.0,0.0
2010-03-21,41.0,24.4,0.0
2010-03-22,37.8,30.7,0.2
2010-03-23,39.9,29.7,0.4
2010-03-24,40.5,33.6,0.3
2010-03-25,44.4,28.8,0.0
2010-03-26,42.6,23.5,0.0
2010-03-27,38.7,32.9,1.5
2010-03-28,39.9,33.3,0.9
2010-03-29,48.4,34.0,0.0
2010-03-30,49.1,32.2,0.0
2010-03-31,42.1,33.4,0.6
2010-04-01,40.8,32.7,0.1
2010-04-02,48.7,29.7,0.0
2010-04-03,48.9,28.2,0.0
2010-04-04,38.7,33.3,1.0
2010-04-05,36.1,33.1,1.3
2010-04-06,37.9,27.0,0.4
2010-04-07,37.2,21.7,0.0
2010-04-08,39.4,29.7,0.0
2010-04-09,42.4,22.1,0.0
2010-04-10,43.5,19.2,0.0
2010-04-11,39.9,33.4,0.5
2010-04-12,38.5,33.4,0.5
2010-04-13,46.6,32.7,0.2
2010-04-14,44.4,33.4,0.2
2010-04-15,45.1,32.4,0.0
2010-04-16,37.8,33.3,0.7
2010-04-17,42.6,35.4,1.5
2010-04-18,44.1,36.7,1.2
2010-04-19,40.6,34.2,0.7
2010-04-20,45.5,31.3,0.3
2010-04-21,42.1,36.1,0.7
2010-04-22,45.1,34.7,0.3
2010-04-23,44.8,30.9,0.0
2010-04-24,49.6,32.7,0.0
2010-04-25,48.2,37.0,0.6
2010-04-26,44.2,37.2,1.9
2010-04-27,53.8,37.2,0.0
2010-04-28,55.0,36.9,0.4
2010-04-29,46.2,39.0,0.3
2010-04-30,48.0,32.2,0.1
2010-05-01,49.1,30.4,0.0
2010-05-02,47.8,30.6,0.0
2010-05-03,54.0,31.3,0.0
2010-05-04,54.1,36.7,0.0
2010-05-05,51.4,33.1,0.0
2010-05-06,43.3,37.9,0.2
2010-05-07,52.0,33.8,0.0
2010-05-08,52.3,31.1,0.0
2010-05-09,52.3,31.6,0.0
2010-05-10,46.8,39.4,0.2
2010-05-11,42.1,37.0,3.0
2010-05-12,43.9,37.2,1.4
2010-05-13,43.0,37.8,0.6
2010-05-14,42.8,37.8,1.7
2010-05-15,42.6,39.9,1.6
2010-05-16,45.9,35.4,0.5
2010-05-17,52.5,32.7,0.0
2010-05-18,57.0,35.6,0.0
2010-05-19,50.2,41.5,0.4
2010-05-20,55.6,41.2,0.0
2010-05-21,55.4,36.9,0.0
2010-05-22,54.3,37.2,0.0
2010-05-23,56.8,40.5,0.0
2010-05-24,52.7,37.9,0.0
2010-05-25,62.2,41.2,0.0
2010-05-26,66.7,40.5,0.0
2010-05-27,69.1,41.5,0.0
2010-05-28,62.8,42.3,0.0
2010-05-29,68.4,46.8,0.0
2010-05-30,66.4,44.8,0.0
2010-05-31,67.6,44.1,0.0
2010-06-01,53.8,46.0,0.9
2010-06-02,64.9,45.1,0.0
2010-06-03,56.5,44.8,0.6
2010-06-04,58.5,43.9,0.0
2010-06-05,53.2,45.9,0.1
2010-06-06,59.5,44.6,0.0
2010-06-07,61.9,43.0,0.0
2010-06-08,55.6,46.8,0.1
2010-06-09,56.8,47.5,0.0
2010-06-10,54.3,43.3,0.4
2010-06-11,55.9,42.4,0.1
2010-06-12,59.2,44.4,0.0
2010-06-13,59.9,47.5,0.0
2010-06-14,51.4,47.5,0.2
2010-06-15,48.9,44.6,2.5
2010-06-16,48.7,44.8,0.2
2010-06-17,49.8,45.1,0.4
2010-06-18,49.8,46.0,0.3
2010-06-19,49.6,46.0,0.1
2010-06-20,61.0,46.0,0.0
2010-06-21,62.1,44.2,0.0
2010-06-22,59.5,50.5,0.0
2010-06-23,59.2,50.9,0.0
2010-06-24,61.3,50.9,0.0
2010-06-25,54.7,50.7,0.2
2010-06-26,56.5,49.6,0.1
2010-06-27,53.8,49.5,0.3
2010-06-28,59.5,48.6,0.0
2010-06-29,53.6,48.7,0.1
2010-06-30,57.0,48.4,0.0
2010-07-01,54.9,49.3,0.0
2010-07-02,56.1,47.8,0.1
2010-07-03,55.9,47.8,0.1
2010-07-04,58.8,47.8,0.6
2010-07-05,52.3,49.1,1.9
2010-07-06,54.0,48.9,0.0
2010-07-07,54.7,49.5,0.7
2010-07-08,54.3,47.5,1.1
2010-07-09,65.5,46.8,
2010-07-10,55.0,47.7,1.6
2010-07-11,58.8,45.7,0.0
2010-07-12,58.8,44.8,0.0
2010-07-13,53.4,49.3,0.1
2010-07-14,60.3,48.2,0.0
2010-07-15,54.7,50.5,0.0
2010-07-16,60.4,50.2,0.0
2010-07-17,56.5,51.4,0.1
2010-07-18,52.3,49.8,1.1
2010-07-19,56.1,49.6,0.0
2010-07-20,55.6,50.2,0.4
2010-07-21,63.0,49.6,0.0
2010-07-22,60.8,49.5,0.0
2010-07-23,63.0,50.0,0.0
2010-07-24,54.9,50.5,1.3
2010-07-25,52.2,49.3,1.3
2010-07-26,52.5,49.6,2.4
2010-07-27,56.8,48.9,0.3
2010-07-28,55.4,50.9,0.0
2010-07-29,58.1,50.5,0.0
2010-07-30,55.8,50.5,0.6
2010-07-31,59.2,51.4,0.4
2010-08-01,60.6,51.8,0.0
2010-08-02,59.2,53.2,0.0
2010-08-03,60.3,51.8,0.6
2010-08-04,58.6,52.0,2.4
2010-08-05,55.6,50.7,0.5
2010-08-06,55.8,49.8,0.1
2010-08-07,57.7,48.2,0.1
2010-08-08,59.2,50.2,0.3
2010-08-09,55.6,52.3,0.7
2010-08-10,54.0,51.1,0.6
2010-08-11,58.3,48.0,0.1
2010-08-12,52.9,49.6,0.1
2010-08-13,54.7,50.7,0.8
2010-08-14,60.1,52.0,0.2
2010-08-15,59.5,49.8,0.1
2010-08-16,54.7,51.1,1.1
2010-08-17,53.8,46.0,0.4
2010-08-18,64.9,45.9,0.0
2010-08-19,63.9,48.0,0.0
2010-08-20,63.7,47.1,0.0
2010-08-21,55.0,51.6,0.0
2010-08-22,56.8,50.2,0.0
2010-08-23,66.0,48.9,0.0
2010-08-24,67.3,47.8,0.0
2010-08-25,66.4,47.5,0.0
2010-08-26,56.7,46.6,0.0
2010-08-27,54.7,51.1,2.1
2010-08-28,53.1,50.4,0.0
2010-08-29,58.3,47.7,0.0
2010-08-30,59.5,46.8,0.1
2010-08-31,62.8,46.6,0.0
2010-09-01,54.1,48.6,0.0
2010-09-02,63.0,45.1,0.0
2010-09-03,60.1,45.9,0.1
2010-09-04,54.3,48.7,0.7
2010-09-05,55.8,48.9,0.1
2010-09-06,65.8,48.9,0.0
2010-09-07,54.3,49.6,0.0
2010-09-08,57.4,48.6,0.1
2010-09-09,57.4,46.9,0.0
2010-09-10,57.2,44.4,0.0
2010-09-11,60.1,45.0,0.0
2010-09-12,67.1,46.0,0.0
2010-09-13,62.6,44.4,0.1
2010-09-14,56.1,42.6,0.0
2010-09-15,59.7,45.1,0.0
2010-09-16,57.4,45.1,0.0
2010-09-17,57.2,44.2,0.0
2010-09-18,66.7,43.0,0.0
2010-09-19,58.3,41.7,0.1
2010-09-20,54.9,42.1,0.0
2010-09-21,53.1,42.1,0.0
2010-09-22,54.5,41.2,0.0
2010-09-23,55.8,39.4,0.0
2010-09-24,52.3,38.1,0.0
2010-09-25,55.8,42.4,0.1
2010-09-26,55.8,42.4,0.1
2010-09-27,46.9,35.1,0.1
2010-09-28,45.3,34.2,0.0
2010-09-29,50.4,41.7,0.5
2010-09-30,49.5,43.5,2.0
2010-10-01,52.7,45.0,3.9
2010-10-02,50.4,43.9,1.6
2010-10-03,48.7,41.0,1.8
2010-10-04,45.0,36.5,0.9
2010-10-05,44.8,40.1,0.2
2010-10-06,44.2,40.3,0.9
2010-10-07,45.1,38.1,0.7
2010-10-08,44.4,36.1,0.0
2010-10-09,45.5,39.0,0.0
2010-10-10,48.4,39.4,0.6
2010-10-11,42.3,36.9,2.0
2010-10-12,45.7,36.1,0.0
2010-10-13,43.7,38.7,0.0
2010-10-14,43.0,33.4,0.1
2010-10-15,42.6,33.3,0.0
2010-10-16,42.6,33.6,0.0
2010-10-17,45.3,40.5,1.1
2010-10-18,47.8,41.7,0.4
2010-10-19,44.8,39.7,2.3
2010-10-20,42.3,38.5,1.7
2010-10-21,45.1,39.9,1.1
2010-10-22,44.2,37.8,0.3
2010-10-23,45.0,34.9,0.0
2010-10-24,46.8,36.1,0.0
2010-10-25,42.6,39.0,0.6
2010-10-26,41.2,34.3,0.9
2010-10-27,42.3,35.2,0.5
2010-10-28,41.2,34.3,1.6
2010-10-29,40.8,30.7,0.1
2010-10-30,35.1,30.0,0.9
2010-10-31,40.5,33.3,0.5
2010-11-01,39.6,37.0,0.4
2010-11-02,43.3,36.9,0.3
2010-11-03,45.1,36.1,2.2
2010-11-04,44.2,36.7,2.1
2010-11-05,39.0,33.1,2.0
2010-11-06,43.5,33.1,2.4
